review,rating,app
BAGUSSS PLISSS😻,5,Netflix
"tidak bisa masuk, sandi sudah benar tapi selalu gagal. padahal mau langganan. gimana sih, coba aja ada aplikasi lain, bikin masalah aja trs.",2,Netflix
nih apknya gmna si ribet banget mau daftar nonton aja berbelit belit,1,Netflix
burik,1,Netflix
saya suka,5,Netflix
mau masuk diperumit gimana mau nonton filmnya banyk prosedur nya dipersulit dah lah saya hapus aja aplikasi nya saya paling malas diperumit kayk gini,2,Netflix
sangat kikir,1,Netflix
👍,5,Netflix
aplikasi gajelas aplikasi seharusnya memudahkan pengguna ini malah menyusahkan login saja ribet,1,Netflix
sudah melakukan. pembayarantapi akun bisa2 nya ditangguhkan padahal bru nonton 1 episode dan baru daftar,1,Netflix
"daftar nya susah kali, sandi uda bener tetep aja salah apk gjls nyusahin orang aja",1,Netflix
uang gw enggak dibalikin yang dana tagihan sementara. CS ENGGAK MEMBANTU DAN MEMBERIKAN SOLUSI. PIHAK APLIKASI JUGA SEGALA PAKE NAGIH TAGIHAN KEDUA TAPI ENGGAK DIKEMBALIKAN DANANYA SUDAH HAMPIR 2BULAN,1,Netflix
Bagus,1,Netflix
Netflix jingan duitku dipotong otomatis bangke ini Netflix,1,Netflix
"apk taik ini, kok saldo gua malas di sedot",1,Netflix
alhamdulillah film bagus2🥰 dan keren durasi panjang pula💛,5,Netflix
"sangat jelek , tidak rekomendit, apk nya ribet",1,Netflix
Netflix Makin Keren menampilan karakter dan karateristik film masa depan,5,Netflix
aplikasi aneh,1,Netflix
best,5,Netflix
"nekflix di tv smart saya versi 8.xxx, dan skrg sudah versi 9.xxx. dan di tv smart saat di upgrade pesan peraangkat tidak compatible, pdahal tv smart masih keluaran baru..ada solusi/ jawaban??",4,Netflix
Mau masuk aja disuruh bayar taii,1,Netflix
apak apa ini baru langganan masa di kata belum bayar,1,Netflix
Netflix Indonesia Game Show Likes Good,5,Netflix
udh g bisa login + mahal klo mw langganan cuihh 🤢,1,Netflix
tidak bisa membuat akun,1,Netflix
"sulit masuk kan akun,,, tidak rekomendasi banget👎🏻",1,Netflix
tolol gak ngotak masa nonton aja harus bayar,1,Netflix
suka logout tiba-tiba,2,Netflix
kalo untuk film lengkap sih tapi kalo anime sangat kurang udah bayar nya mahal lagi mending di bastation lengkap kalo untuk anime murah lagi lah ini udah mahal ga sepadan sama anime,1,Netflix
"tidak bisa nonton, percuma beli",1,Netflix
Kenapa ini netflix stlh di update di chromebook jd seukuran hp screen nya??? Tlg diperbaiki apk netflixnya for chromebook,1,Netflix
"ini kok gak bisa di hp sama di tv dn kok di bayar sih ,jangan dong saya gak suka ya kalo bayar e.....apalagi kalo bukan kmu yang mencuri padahal saya udh beli tiket dan sudah bayar dna sudah masukin email alamat kok tetap gak bisa saya gak suka begitu tolong kalo update gratisan dong masa harus bayar, email alamat,dan akun",1,Netflix
apk kere meres duit cuih baru masuk disuruh bayar 53k aneh apk meres kere,1,Netflix
coba,4,Netflix
"pembayaran secara otomatis, (TIDAK MENGGUNAKAN PIN)",1,Netflix
kualitas vid jelek padahal sinyal bagus,1,Netflix
"hp sya yg stunya ilang dan netflix sllu nyedot saldo dana sya, padhal sya sudah tidak make netflix lgi, dan sya lupa google sya, minta bantuan malah ngirimnya ke email, udh tau lupa, rugi bgt kesedot mlu saldo dana sya",1,Netflix
"kecewa bgt saldo tinggal sedikit tiba"" disedot Netflix sendiri,pdhal saya tidak sedang bertransaksi gila""",1,Netflix
tidak rekomendasi,1,Netflix
pas mau nonton kenapa selalu terjadi kesalahan padahal sudah update terbaru,1,Netflix
ini kenapa ya koq baru aja seminggu film gak bisa di putar loding trus ..waaahhh kacau,1,Netflix
"woy apaan sihhh, masa mau masuk akun aja harus bayar dulu buat masuk ke aplikasinya, pengen liat dulu konten didalemnya ada apa ajaaaaaa, masa udh minta disuruh bayar aja disuruh langganan prettttttt, setidaknya kasih liat dulu dalemnya kek gimana woyyyy dasar KIKIRRRRRR",1,Netflix
error 5.10 terus. malesin,1,Netflix
"disini saya ""PERINGATKAN KALIAN SEMUA YANG INGIN BERLANGGANAN NEFLIX TOLONG DI BACA BAIK BAIK"" krn neflix ini ada plus mines nya ya. mines neflix tlng di baca: 1.ketika ingin mendaftar di utamakan pembayaran itu ,giliran ingin masuk gagal akun email tidak di temukan disuruh buat akun baru 2.batalkan langganan anggota juga percuma,tagihan bKL datang setiap bulan sesuai pendaftaran dan sulit untuk memutuskan nya dan ga ada solusi saldo digital kalian KESEDOT NEFLIX. BANGKRUTKAN NEFLIX MAKAN HARAM",1,Netflix
Keren,5,Netflix
film India Bagus Tapi tidak di dubbing Indonesia lebih bagus lagi kita mengamati cerita Sedih dari Film India.itu saja masukan dari saya mohon di kembangkan lagi.,5,Netflix
DAFTAR NYA RIBET.......KEBANYAKAN NANYA...,1,Netflix
apk gak jelas susah banget buat login gak kayak apk lainnya yg gampang,1,Netflix
apk gak jelas mau masuk aja ribet amat,1,Netflix
aplikasi menarik dana secara otomatis tanpa persetujuan dari saya,1,Netflix
harus berbayar dulu anj..,1,Netflix
"min gimana ini akunku ga bisa dimasukkan.. padahal udah payment.. udah exited mau nonton jadi ga mood, ada tulisan anda terlalu sering berupaya masuk coba lagi nanti, padahal pw dan akunnya udah benerr.. aku udah komplain lewat email gaada respon, tolong gimana ini min tindaklanjutnya saldo nya udah berkurang",1,Netflix
mantap,5,Netflix
kurang menarik karena film yang saya cari sudah tidak ada,2,Netflix
"gajelas aplikasi nya, ribet banget mau nonton doang padahal, daftar ribet segala macam, mnding YouTube",1,Netflix
bagus bisa nonton film males ngetik,5,Netflix
tambahkan fitur timer dong supaya bisa kontrol waktu nonton,4,Netflix
bagus,5,Netflix
Bagus,5,Netflix
"min, twinkling watermelon di Netflix ku kok g ada ya...",4,Netflix
TOLONG DONG MASA NONTON DI HP GBSA DI ROTASI HPKU INFINIX NOTE 30PRO,3,Netflix
tolong Netflix fitur langganan nya hilang kan ini uang saya di dana hilang mulu padahal mau untuk beli buku,1,Netflix
susah masuk uah,2,Netflix
bagus,5,Netflix
kirain gratis begitu masuk langsung dikasih harga,1,Netflix
memuat terus saya sudah coba berbagai cara tidak bisa uang saya lenyap,1,Netflix
gabisa di uninstal,1,Netflix
mantap,5,Netflix
gak bisa login harus ngulang kata sandi email segala ribet banget pokoknya,1,Netflix
bagus,5,Netflix
jujur kenapa yah saya mendaftar susah padahal sandi dari email saya sendiri benar selalu harus ulang ulang akhirnya saya hapus maaf sekali tapi kenapa tolong di jawab?,3,Netflix
email ma pwd dah bener...hasilnya gak valid gak valid ..cape deh. nyesel download. makanya tak buang ajalah,1,Netflix
tolong dong di permudah masuk nya di aplikasi masuk pake email keluar lagi maksud apa bikin emosi ini aplikasi taikk,1,Netflix
daftarnya ribet bgt,1,Netflix
apalah bayar jir,1,Netflix
aplikasi rngung udh brp kli di daftar tetap GK bisa😡😡,1,Netflix
"langganan nya terlalu mahal 720p buat gua, mungkin sedikit di turunin lah yaa wkwk",3,Netflix
bagus,5,Netflix
apk ribet,1,Netflix
"puas dengan aplikasi netflix, semua acara ada",5,Netflix
"gw udah bayar mahal"" tapi pas gw mau nonton filim nya gak bisa"" minta tolong dong ini pihak netflix",1,Netflix
lawak bet nih aplikasi mo daftar nya aja ribet nya minta ampun,1,Netflix
aku suka dengan film nya sangat bagus,5,Netflix
susah bet mau lanjutin langganan aja harus ganti akun gopay,1,Netflix
susah membuat akun nya,1,Netflix
kenapa ya kalau mau masuk itu susah padahal udah masukin email berkali kali tetep aja ga bisa pake no hp juga ga bisa gimana sih cara nya tolong di perbaiki soal nya susah masuk,1,Netflix
"apalah saya tidak bisa daftar untuk membuat akun,cobalah untuk di permudahkan lagi netflix ini lolot banget jangan di download lagi lah",1,Netflix
banyak drama apk nya,1,Netflix
"video sudah saya douwnlod tapi tidak bisa di tonton, minta bantuan malah disuruh hapus douwnlod trus douwnlod ulang, dia kira paket tidak terbuamg sia sia apa, udah langganan tapi video yang udah di douwnlod tidak bisa di tonton",1,Netflix
engga bisa dibuka mentok di logo dah kaya hp aja,1,Netflix
aneh aplikasi ini huuuu tolol,1,Netflix
"knp daftar akun baru gk bisa min? masuk k akun lama jg susah, mau buka tautan via email susah bnget",2,Netflix
Best,5,Netflix
loginnya agak ribet😭,2,Netflix
Performa bagus sih... Tapi pendaftarannya sangar ribet...,2,Netflix
bagus sih,5,Netflix
nilai 1 aja tidak sudi ribet banget,1,Netflix
banyak film atau kartun yang populer namun tidak ada di netflix.,2,Netflix
very good,5,Netflix
"assalamualaikum netflix, request the loud House jangan cm sampai s1, RASANE RUGI tuku larang larang gur enek s1, yuh hiyuh",4,Netflix
menarik,4,Netflix
"sudah berlangganan, masih minta bayar lagi untuk nonton di tv... dasar pemeras minta bayaran muluh",1,Netflix
"Yaallah tolong kembalikan uang saya, tiba2 ketarik otomatis di akun DANA saya senilai 54.000, itu sepertinya tidak sengaja kepencet fitur langganan nya, saya mohon kembalikan uang saya, saya sangat membutuhkannya",1,Netflix
"apa dah masa mau daftar susah bener, udah di ulang""malah nambah gak jelas",1,Netflix
jangan instal nyesel gw,1,Netflix
film tidak lengkap saya mencari judul film (Rip in time) takada hasil nihil ...sori cukup sekali berlangganan,1,Netflix
"Salah satu aplikasi streaming terbaik (filmnya update, tampilannya menarik, mudah digunakan), namun ada kekurangan (fitur /settingan menonton kurang lengkap seperti kecepatan pemutaran misal).",4,Netflix
saya kira Netflix terlengkap taunya banyak kurang nya asal ketik pencarian tidak ditemukan 🤦🏻‍♂️,4,Netflix
"apk kikir, login doang pake bayar, kebelet haji pdhl dlu gaperlu bayar, benerin tu apk cih",1,Netflix
Alhamdulillah,5,Netflix
okay,5,Netflix
Netflix ajg mau uang truss,2,Netflix
tidak bisa masuk ke netflix,1,Netflix
Mantaap,5,Netflix
dana selalu kesedot otomatis,1,Netflix
burik,1,Netflix
gua udh 3bln ini di sedot terus saldo dr gopay sm netflix. udh gua coba brenti langganan lwat email.tapi tetep di sedot mereka.ada yg tau cara brenti langganan nya ga ?😭,1,Netflix
Bagus,5,Netflix
payah,1,Netflix
apk ribet daftar doang harus bayar,1,Netflix
mls berbayar,1,Netflix
gak guna,1,Netflix
ga memuaskan selalu terjadi error di aplikasi maupun web. Kenapa Setiap Ingin Login Selalu Salah Dan Kenapa Ketika Ganti Metode Login Malah G Bisa Juga? Apakah Server Nya G Jls Atau Gmn Yak? Atau Lagi Makan Gaji Buta Yak? Tolong Di Perbaiki Masalah Login Ini,1,Netflix
"udah paling bener emang pake netflix, aplikasinya nggak banyak drama kayak aplikasi sebelah",5,Netflix
"please netfil support for flip 7 , thanks",4,Netflix
"netflix makin lama makin tll... nyesel gw downloadnya... sinya bagus, wifi lancar pas liat film gabisa anj. trs mau lihat film yg udh di dowonload jg gabisa... mau berhenti langganan aja. RUGI ANJ",1,Netflix
knpa sih error terus gak bisa di buka. woi woi ... kita bayar woi. aelah,2,Netflix
"one piece arc whole cake island dan wano mana? dah lama nunggu, ga ada",3,Netflix
"layanan costumer service disini sangat""membantu terimakasih netflix sudah menyediakan costumer service yang bermanfaat bagi kami sebagai manusia yang tempatnya salah dan lupa",5,Netflix
"harap ditingkatkan lagi , langganan udh mahal tapi ga sepadan, sering eror , pernah saya udh langganan pas mau login kok harus lakukan langganan lagi sih pdhl baru 3 hari saya langganan,hp saya IP 17 pro ga mungkin kinerja hp saya buruk emg kinerja apk nya yg harus di tingkat kan lagi",1,Netflix
"Netflix is a highly recommended streaming platform because it offers a wide variety of movies and series that are easy to choose from. The monthly subscription price is affordable, and it can be used on more than one device, which makes it very convenient. Based on my experience, Netflix always provides something new and interesting every time I watch, whether it is a film or a series. Since watching is one of my hobbies, this makes my overall experience with Netflix enjoyable and satisfying.",5,Netflix
sangat buruk jangan mendownload aplikasi ini,1,Netflix
"Wait, hehe. I will comeback later to pay—BECAUSE I LOVE DC UNIVERSE, NOT YOU, tho. 😌",4,Netflix
Bagus.. Lanjutkan,5,Netflix
"banyak film yang ga tersedia di wilayah Indonesia, jadi kurang menarik",1,Netflix
"nonton sambil di cas jdi pecah"" filem y jig",1,Netflix
hello good night can you put series teen wolf and the 100 in Netflix,2,Netflix
bagus bgt walau pun harus bayar 70 rp buat daftar nya tapi hasil nya bagus vidio baru di bioskop keluar semua di netflix.,5,Netflix
kembalikan saldo gopay saya yg diambil tanpa seizin dri saya. saya sudah berlangganan netflix dengan metode pembayaran gopay yg sama di email yang 1 nya tapi mengapa mengambil kembali di akun email saya yg ke 2,1,Netflix
tolol,1,Netflix
Netflix berii aku diskonnn🤭😜👈🏻,1,Netflix
"sudah menghidupkan subtitle, tapi tidak muncul, aneh",1,Netflix
udah tidak bis@ digunakan,5,Netflix
Ribet loginnya sattt,1,Netflix
tau gini mending bajakan,1,Netflix
tolong ada pengaturan resolusi,2,Netflix
sekarang kalo buat akun baru atau mau login ke akun yg udah ada harus berlangganan dulu ya? kacau,1,Netflix
mau daftar aja ribet,1,Netflix
paling bener melolo 💗,2,Netflix
"ini ga ada perbaikan di cara daftarnya kah? komentar dari pelanggan gak di gubris tah? aneh banget daftar nya gak jelas, dari awal berbelit-belit pas verivikasi ke email gak bisa di akses karena kode verifikasi gak muncul sama sekali. tahu-tahu link verivikasi udah kadaluarsa karena telat login pdahal kenyataan malah stuck di email pas nungguin kode",1,Netflix
kenapa susah banget mau daftar masuk🗿 tolong dong,3,Netflix
gagal dalam mendaftar dipersulit terus,1,Netflix
"masuk nya ribet banget, udah pake email sama password masih aja tetep salah",1,Netflix
"aplikasi ini susah masuk nya, di daftar berapa kali sampai ganti akun tetap ndk bisa, salah terus, tolong lah min di perbaiki lagi cara masuk nya, jangan di persulit seperti ini",1,Netflix
ribet mau login susah,1,Netflix
loading 10rb jam gabisa nonton filmya percuma dong saya bayar,2,Netflix
Aplikasi ini jelek banget mau daftar aja bayar dasar matre,1,Netflix
"loading teruss padahal sinyal lancar, aplikasi busuk",1,Netflix
ngak jelas banget nie aplikasi. mau daftar aja belibet bangat. gak jelas,1,Netflix
not recommended,1,Netflix
best,5,Netflix
bagus tingkatkan lagi ni,4,Netflix
saya sudah berlangganan jaringan ku bagus? kenapa pas nonton malah error kaya tivi yg rusak layak nya warna warni???,1,Netflix
mau masuk aja kaya mau kerja d kantor DPR aja ribet..auto unistaal,1,Netflix
ribet,1,Netflix
"Mentang² langganan, langsung main potong saldo DANA tanpa konfirmasi sebelumnya. Harusnya ada peringatan mau lanjut atau tidak, bukannya langsung POTONG SALDO !!! PAHAM?! demmm cuk !",2,Netflix
"TOLONG BANGET BUAT SERIES EXTRAORDINARY ATTORNEY WOO SEASON 2, NUNGGUINNYA AMPE JAMURAN INI",5,Netflix
Netflix di Android Bermasalah,1,Netflix
gajelas bngt gbsa msuk pendaftaran uda nyoba berpuluh'kali smpe didiemin apk nya 5 bulan lebih krna gbsa login.uda pke email uda pke no tlp uda mke kode msuk pun gbsa gatau ini mau nya apaan.mau di hapus juga gbsa gtau knpa.menuh menuhin memo aja.aplikasi tidak bermanfaat gajls.emosi bngtttt,1,Netflix
aneh banget!!,1,Netflix
"kenapa ya tibatiba kendala trus gabisa masuk dengan notif ,pembatalan masuk oleh netflik",1,Netflix
aku sudah bayar ini tuh filmnya banyak tidak terbatas bagus ini cocok buat orang-orang yang bosen tapi harus bayar dulu ya 👍 bagus banget bintang 5 yuk download sekarang aplikasi Netflix yuk beli sekarang bagus banget,5,Netflix
terlalu sedikit untuk anime atau film nya,1,Netflix
Netflix loading trus udh di riset rugi,1,Netflix
"So who's the winner, the WB acquisition?.... Hopefully not Netflix.",5,Netflix
"Qualitas film nya menurun, Ipar adalah maut series continuity wardeobe nya kacau, Apakah sekelas Netflix gak ada QC nya ? 🫠",1,Netflix
"Ini kualitas film atau serial yang rendah dan jelek pun bisa masuk ya, apa gak disaring si, sekelas sinetron sampah pun ada di sini.",1,Netflix
nggak bisa login ke apknya padahal udh masuk tapi ngomongnya alamat email anda tidak tersedia,1,Netflix
mantap,5,Netflix
semoga bermanfaat,4,Netflix
ribet loginnya anj,1,Netflix
"blm apa"" udah disuruh daftar berbayar lagi, belum tentu bagus"" filmnya, nggak kaya app lain gratis lol",1,Netflix
good jobs,5,Netflix
"Gk bisa ganti pin profile, malah balik terus ke halaman yang sama",1,Netflix
bagus,5,Netflix
"aneh ya ni aplikasi orang baru download mau masuk , selalu diarahin ke pembayaran perasaan dulu ga gini bisa liat2 film yg gratis lah inikita belom masuk ke menu belom tau isinya film apa aja gimana mau tertarik bayar !!!",1,Netflix
"sudah bayar tambah akun baru email lain tapi, akun baru pakai tidak bisa .. disuruh bayar lagi keanggotaan lagi..kocak.. pakai 2 hp yg satu tidak bisa..",1,Netflix
kenapa saya mau membayar susah sekali .... memang saya trlambat bayar karena saya ada halangan smpai lupa belum bayar netflix tpi susah nya mnta ampun . sdah dri ovo pindah k gopay pun belum bisa2,1,Netflix
the best tap..i klo bisa nonton videonya jangan harus dimiringin mulu seperti di aplikasi sebelah klo di HP kan ribet eh iya tapi update yang sekarang ada plusnya sih ada tombol klip trailer dengan format real video jadi lebih bagus klo mau liat trailer film,5,Netflix
good,5,Netflix
"aplikasi gak jelas, sudah login pake Gmail sdh verifikasi ini dan itu ujung ujungnya tidak bisa nonton.... JANGAN DI DOWNLOAD!!!",1,Netflix
mahal mahal film e,4,Netflix
"apk gajelas. masa hrus di bayar bru bisa masuk negri kocak gajelas, rakyak nya udh menderita mlh di tambah menderita lgi. mata duitan cuiii",1,Netflix
mau bikin akun aja ribet pengguna baru ga mgeti,1,Netflix
kereen,5,Netflix
daftar nya ribet apk ga guna,1,Netflix
harga yang di tawarkan terlalu mahal,1,Netflix
tidak bisa menonton aplikasi yang sangat mengecewakan,1,Netflix
"blm daftar blm apa udah di mintain kata sandi, ya mana saya tau kata sandi nya apa toh blm daftar... emng aneh ni apk",1,Netflix
kan saya pakai netflix di hp tapi kecerahanya ga bisa di kecilin perih mata saat melihat layar,3,Netflix
"layanan sangat baik, terima kasih banyak untuk admin yang sudah bantu aku kembalikan uang yang ga sengaja otomatis berbayar ke langganan Netflix, cepet banget proses nya dan layanan nya ramah banget, terimakasih banyakk admin, baru chat berapa menit dan langsung di respon, langsung di balikin tanpa tunggu lama sukses selalu yaa pertahankan layanan nya karna masih ada orang lain yang juga butuh uang tapi ternyata otomatis berbayar langganan 🤍🤍",5,Netflix
"woy knp gagal memutar video mulu, udh clear cache install ulang dll...parah bgt pdhl baru repaid",1,Netflix
Netflix Kon daftar aja ribet,1,Netflix
seyuu bgtt bjilll,5,Netflix
"thx, i ♥️ Charlie heaton",5,Netflix
"untuk ditiap negara berbeda film, mau langganan lagi tapi netflix taiwan filmnya sedikit dibanding netflix indo. andai netflix buka layanan international even biaya $20 masih worth lah. tapi tetep 5star walau udah ga berlangganan",5,Netflix
harus berlangganan ga asik,1,Netflix
"Mau login aja susah, tadinya saya ingin menonton anime kebetulan kata sahabat saya disini lengkap jadi saya bisa sekalian premium. tapi, boro-boro premium. login sama nonton nya saja kagak bisa, kecewa berat!!!.",1,Netflix
ribet,1,Netflix
Gak bisa kebuka buka anjay,5,Netflix
"film nya ngga lengkap, jujur nyesel langganan.",1,Netflix
sangat menghibur dan menyenangkan,5,Netflix
Film nya pada lengkap,5,Netflix
pendaftaran ribet apk busuk masa baru daftar udah ada promosi berbayar,1,Netflix
padahal udah di uninstal tpi ttp otomatis bayar aja😡,1,Netflix
aplikasinya sudah berbayar masa tiap mau nonton ada aja drama loading nya padahal jaringan saya bagus. saya coba buka apk lain semuanya bagus. netflix doang ni yg bermasalah,1,Netflix
bagus',4,Netflix
gak bisa masuk padahal udah masukan email sama sandi tetep gak bisa masuk,1,Netflix
stabil harga bulanan nya,5,Netflix
ok,5,Netflix
ok,4,Netflix
good film,5,Netflix
bayar mahal tp vidionya g bs Tampil,1,Netflix
"udah masukin email,bayar malah gagal 65rp jadi ludes",1,Netflix
Batman : The Animaton Series pertahankan saja bang.. klo bisa di tambah lagi cartoon series nya.. cth nya Sooby Doo & Thunder Cats.. 🤩 👍,5,Netflix
harus bayar aku ga punya uang padahal mau nonton record of ragnarog season 3,1,Netflix
"sudah 10× mencoba masuk, tapi tetap saja password salah. padahal sudah benar. sudah coba berbagai cara juga masih aja kena bug incorrect. tolong lebih permudah masuknya dong. jangan malah merugikan.",1,Netflix
daftar aja di persulit,1,Netflix
"ngeleg mulu ah, perkara naikin volume aja lngsung macet macet",2,Netflix
dasar apakasi kikir 👎👎👎,1,Netflix
"lumayan bagus dan nyamn ditonton drama nya juga banyak tapi menurut ku daftar email nya agak susah, ya intinya bagus deh",4,Netflix
apk sampah mau daftar aja harus bayar hdeh ini apk tersampah,1,Netflix
"kecewa tidak ada konfirmasi untuk pembayaran langganan tiba"" saldo dana kepotong tanpa persetujuan saya tolong lh diganti tu peraturan!!!!!!!",1,Netflix
"kenapaa dah,baru bayar 1bulan udah mnta bayar lagi,kan tempo 1 bulan baru pembayaran,ini baru di pake 2 mnggu udh mnta bayar lagi",1,Netflix
tidak bisa trs masuk terjadi kesalahan perangkat trs ini bagaimana,3,Netflix
bagus bisa nonton,5,Netflix
login ny ribet bgt kebanyakan upaya lah mending gusah pake login np ribet amat,1,Netflix
kok suara doang GK ada gambar nya,1,Netflix
aplikasi rusak orang udah langganan masih dipaksa langganan lagi,1,Netflix
"udah berlangganan ratusan ribu tapi filmnya masih banyak yang ga bisa di putar, penyimpanan hp ku 256GB baru terpakai 32GB masih banyak yang kosong jadi ga mungkin yang bermasalah ramnya, netflix emang suka error",1,Netflix
"uda di bayar langganan dari shopepay juga sudah berhasil, di akun Gmail Netflix sudah berhasil tapi pas nonton malah disuruh bayar lagi WKWKWK",1,Netflix
"susah bangat daptar nya di ulang"" terus apk anj sebaik nya kalian gak usah download deh entar Nyesal",1,Netflix
jelek demi apapun ah udah byar gabisa dibuka harua terus bayar terus,1,Netflix
layar sering blurrr gk bisa hd,1,Netflix
"woy gua udah daftar bayar pake email, pas login ko gabisa gimanaa ini woyy respond plis",1,Netflix
kok berbayar semuanya,1,Netflix
"kacau, nonton Netflix serasa nonton di apk sosmed biru. mana ada dubing AI",1,Netflix
"Tolong dong, masukin semua film Harry Potter 🙏🏻",5,Netflix
aplikasi sampah mau daftar aj gak bisa malah ke menu,5,Netflix
bagussss,5,Netflix
malas ah tetiba masuk udh suruh berbayar,1,Netflix
film nya ga komplit,1,Netflix
mau daftar gagal terus,3,Netflix
"Bagus, tapi ada agak ngelag, gapapa sih yang penting adminnnya semangat terus",5,Netflix
bagus,5,Netflix
apasi susah login,1,Netflix
tidak bisa mendaftar,1,Netflix
"flim kurang di upgrade, kebanyakkan flim lama ni, tolong flim nya di perbaruhin dong",5,Netflix
"tolong dong di benerin lagi susah banget pendaftaran nya ribettt banget, udah pake email / no telvon ttep Kembali kependaftaran",2,Netflix
"pengen nonton film ehh pas di searching film yang pengen di tonton gabisa di putar sama di download, nyesel deh",1,Netflix
"netflix nya tbtb ga bisa di buka, ga bisa di uninstall, jd mau nonton bingung tolong dong yg paham gimana.",3,Netflix
"suka motong saldo e-wallet, unlink nya ribet bgt",1,Netflix
apk apa ini masuk gk bisa,1,Netflix
bagus,5,Netflix
ribettttt pooooolll login akun,1,Netflix
pasti. di. aplikasi. nelxflix. ada. qta. nelxFlix. juqa loh. tolonq. aplikasi. nelxflix. juqa. di. update. sama. loh,5,Netflix
"Netflik ribet bener cara masuk nya, semuaaaa salah",2,Netflix
"kenapa banget dah ? tiba"" ga bisa masuk Netflix ? aneh",1,Netflix
gaada iklan nyaa jadi enk buat nontonn,5,Netflix
suka erorr,1,Netflix
aplikasi sampah. mau masuk aja ribet,1,Netflix
"kenapa yaa susah sekali mau berlangganan sekarang, sudah tak coba semingguan masih aja gangguan",1,Netflix
mantap,5,Netflix
enggak bisa,3,Netflix
Terjadi masalah jaringan terus dan sekarang tidak bisa login. saya memutuskan mau berhenti berlangganan,1,Netflix
pendaftaran berbelit-belit,1,Netflix
ga lengkap,1,Netflix
ribet banget masuknya,5,Netflix
"best bgt biarpun animasi seperti spiderman,marvel zombies,zootopia 1-2 ga ada tapi ada nya animasi dari dreamworks",5,Netflix
bagus,5,Netflix
