reviewId,userName,score,content,at,content_casefolded
2f5ca028-2097-43c7-8a8d-f3fd6b9d0d1b,Muhammad Yusuf,5,aplikasi ini . sering eror saat kita membuka etelase toko . tidak bisa membuka semua barang yang ada di toko penjual.. hanya bisa melihat 10 etelase toko paling banyak atau kurang dari pada itu..,2025-10-05 00:29:06,aplikasi ini . sering eror saat kita membuka etelase toko . tidak bisa membuka semua barang yang ada di toko penjual.. hanya bisa melihat 10 etelase toko paling banyak atau kurang dari pada itu..
96c6ff99-bc17-4531-8e3f-0c9f5f4d88b9,Irtech Indonesia,1,"aplikasi ga guna, estimasi pengiriman berubah terus diundur, sebentar lg pasti punah kalah saing dengan Shopee dan lazada",2025-10-05 00:27:05,"aplikasi ga guna, estimasi pengiriman berubah terus diundur, sebentar lg pasti punah kalah saing dengan shopee dan lazada"
2da1091d-efab-4a50-ae66-9ffdf9786b66,Zainal Abidin,1,"edit ulasan: saya pengguna lama tokped, selama ini ga pernah ada kendala. tapi sekarang tokped ganggu banget buka app langsung disodorin teko bikin mases buka",2025-10-05 00:18:52,"edit ulasan: saya pengguna lama tokped, selama ini ga pernah ada kendala. tapi sekarang tokped ganggu banget buka app langsung disodorin teko bikin mases buka"
62f1ddac-66fd-48a8-905a-77f6bbee37cc,Moelea Dhana,5,biar bintang yang bicara,2025-10-04 22:28:18,biar bintang yang bicara
1be7650e-94d8-44fd-b63c-f5f644a913a8,MUHAMMAD ALIF TAUFIQURRAHMAN,1,saya kemarin mau beli 3 barang kan itu dengan harga diskon dan free ongkir total semua diskon 95k dan free ongkir lalu kenapa gak tau uang saya yang di gopay ikutan masuk jadi 150k tolong kembalikan uang saya,2025-10-04 22:20:21,saya kemarin mau beli 3 barang kan itu dengan harga diskon dan free ongkir total semua diskon 95k dan free ongkir lalu kenapa gak tau uang saya yang di gopay ikutan masuk jadi 150k tolong kembalikan uang saya
87f4b55d-a19e-4cb3-a501-c905a5904822,indra permana,5,Mantap,2025-10-04 22:03:11,mantap
4dfbfe20-70ac-4909-9acd-21cdaf799385,Lik Har,1,SEMAKIN kesini semakin MIRIS 😭😭😭😭😭😭,2025-10-04 22:01:35,semakin kesini semakin miris 😭😭😭😭😭😭
989c6ef4-f005-460c-ad26-54164aa90a90,Mansur Juli,5,blm tau,2025-10-04 19:41:20,blm tau
85945c91-8632-4e18-bdc8-c814be0f5c1d,Agus Pratama,1,"demi apapun pas saya cekout promo dan melakukan pembayaran malah di tulis promo tidak tersedia, bukan satu dua kali begitu, sering banget terjadi hal seperti itu",2025-10-04 18:11:39,"demi apapun pas saya cekout promo dan melakukan pembayaran malah di tulis promo tidak tersedia, bukan satu dua kali begitu, sering banget terjadi hal seperti itu"
80497da7-8bd6-4429-b008-07855e91ece8,Rezha Marsyaf,1,"cuma aplikasi ini yg paling ribet, mau beli barang disuruh verifikasi umur, tapi fitur verifikasinya ga beres error terus. kan lucu",2025-10-04 17:35:08,"cuma aplikasi ini yg paling ribet, mau beli barang disuruh verifikasi umur, tapi fitur verifikasinya ga beres error terus. kan lucu"
c33fd57f-dc48-42ce-ac96-bfbc64a09b8c,Rizky Wahyudi,1,"pinpoint nya aneh banget, ngasih titik dimana dapetnya lain dimana aduh lucu, kalah sama oren.",2025-10-04 17:28:00,"pinpoint nya aneh banget, ngasih titik dimana dapetnya lain dimana aduh lucu, kalah sama oren."
910056ba-c625-4a84-a317-621142915d19,Yogi Ramdani,5,sungguh luar biasa,2025-10-04 16:54:38,sungguh luar biasa
e7a5eeed-24af-425f-8ce0-9155cbe8a92c,shanum Arifin,5,baik,2025-10-04 16:23:17,baik
4fdb438e-20ca-43c2-984a-a9976502a2d0,Nono Bae,1,sekarang barangnya mahal2.... pindah orange..,2025-10-04 16:18:28,sekarang barangnya mahal2.... pindah orange..
fb33ec8d-e3a7-42cb-b1ae-963d30ffe365,Tn fau,1,"Dulu saya langganan banget belanja d toko pedia, tapi sekarang saya kecewa, kerna ongkir terlalu mahal, dan pocer terlalu minim. Mending d hapus aja Apk ini biar ngga nambah beban ram hp, lagian ngga jg kepakai. lebih baik pindah k sopee, yg masih ada 0 ongkir nya.",2025-10-04 15:51:56,"dulu saya langganan banget belanja d toko pedia, tapi sekarang saya kecewa, kerna ongkir terlalu mahal, dan pocer terlalu minim. mending d hapus aja apk ini biar ngga nambah beban ram hp, lagian ngga jg kepakai. lebih baik pindah k sopee, yg masih ada 0 ongkir nya."
c38deb26-e626-42af-8b0e-981b682c56dc,MonXp,2,jadi makin berat aplikasinya,2025-10-04 15:44:26,jadi makin berat aplikasinya
9a299c0d-7265-4bd5-9faf-a6c2fc33e5ca,Tyas TV,5,oke,2025-10-04 15:40:12,oke
49cfab08-d187-447c-934f-5f3ed298807d,dc widio,5,ok,2025-10-04 15:32:36,ok
d3dfc446-1350-4556-bfa4-a9f523e5edd4,Nazriel Akhil Al khalfi,1,suka nge bug jaringan tiap mau buka etalase produk jadi bikin susah buat belanja😒,2025-10-04 14:49:35,suka nge bug jaringan tiap mau buka etalase produk jadi bikin susah buat belanja😒
b02dc8e1-d3b2-45eb-a1e3-df4301fab72a,yao leng,1,"dulu pesanan selesai penjualan cuma nunggu 2 hari, sekarang malah 7 hari, kalo pembeli lupa konfirmasi terpaksa nunggu 7 hari, ya kelamaan lah, tolong diubah lagi aturannya",2025-10-04 14:26:29,"dulu pesanan selesai penjualan cuma nunggu 2 hari, sekarang malah 7 hari, kalo pembeli lupa konfirmasi terpaksa nunggu 7 hari, ya kelamaan lah, tolong diubah lagi aturannya"
af2d224b-5af6-4290-be69-cec64a040ac2,Daffa Nurrahman,5,josss,2025-10-04 14:07:14,josss
77e26894-8298-4853-9dbd-62b83fa71e12,allief allief,1,pengiriman lama bangat.. toko jarang merespon.. kadang uda 4hari dicansel sepihak dari sellernya.. dikasih ulasan/komentar alasan bermacem-macem dr seller atau yg lainnya.. kadang pesen yg datang barang palsu.. perbaikilah kalo mau cari banyak konsumen..,2025-10-04 13:55:45,pengiriman lama bangat.. toko jarang merespon.. kadang uda 4hari dicansel sepihak dari sellernya.. dikasih ulasan/komentar alasan bermacem-macem dr seller atau yg lainnya.. kadang pesen yg datang barang palsu.. perbaikilah kalo mau cari banyak konsumen..
ffab4338-e9ed-44f4-8322-d582932116a2,Ermon Sahara,5,Bagus sekali,2025-10-04 13:55:07,bagus sekali
69cc0ff7-070b-44a2-aee0-b0492488416b,Mustofa Aulia,1,"langganan VIP saya di putus secara sepihak, padahal masih ada 6bulan lagi masa aktif, uangpun ga balik, udah laporan yg bales cuma bot, mending pindah ke SHOPEE, CS nya orang bukan Bot",2025-10-04 13:04:05,"langganan vip saya di putus secara sepihak, padahal masih ada 6bulan lagi masa aktif, uangpun ga balik, udah laporan yg bales cuma bot, mending pindah ke shopee, cs nya orang bukan bot"
b3b3d6a5-4dde-4791-ae4a-d0311aea660a,Nirfan Maulana,3,Sudah lama pakai Tokopedia dan merasa bagus dengan Official storenya. Tapi sekarang kecewa karena pengiriman SAPX & Next Day AnterAja. Sekarang ID Express parah banget pengirimannya! Lama terus main dibatalkan aja pesanan (retur). Tokped pun sampai sekarang refund ngga ada. Makin kesini makin kesana nih Tokped!!!!,2025-10-04 12:32:29,sudah lama pakai tokopedia dan merasa bagus dengan official storenya. tapi sekarang kecewa karena pengiriman sapx & next day anteraja. sekarang id express parah banget pengirimannya! lama terus main dibatalkan aja pesanan (retur). tokped pun sampai sekarang refund ngga ada. makin kesini makin kesana nih tokped!!!!
cd6827cf-5bdd-4dfd-b3b0-c5df811b7c36,Zidni Na'maaul Jaziila,1,"CS nya slow respon dan gabisa memberikan solusi yang tepat, saya beli barang di tokped yang bermasalah mau di retur ditolak mulu padahal sudah dilampirkan video unboxing, video kerusakan, foto resi, dll. tapi ditolak. TIDAK ADA PERLINDUNGAN UNTUK PEMBELI penjualnya manipulatif, dia setuju di cht nyuruh retur ditolak 2x pas di tahap banding malah nyuruh batalin komplain dan ngajuin komplain ulang, komplainya malsh gabisa di pakai, stastusnya jd barang diterima. manipulatif jual barang rusak",2025-10-04 12:31:06,"cs nya slow respon dan gabisa memberikan solusi yang tepat, saya beli barang di tokped yang bermasalah mau di retur ditolak mulu padahal sudah dilampirkan video unboxing, video kerusakan, foto resi, dll. tapi ditolak. tidak ada perlindungan untuk pembeli penjualnya manipulatif, dia setuju di cht nyuruh retur ditolak 2x pas di tahap banding malah nyuruh batalin komplain dan ngajuin komplain ulang, komplainya malsh gabisa di pakai, stastusnya jd barang diterima. manipulatif jual barang rusak"
c695626a-083c-43ef-abaa-d01a40fc278d,Muhammad Khalis,1,"beli hp di Tokopedia, yg datang batu",2025-10-04 12:30:45,"beli hp di tokopedia, yg datang batu"
4ace0d6d-a34e-4205-b644-08a387843672,Antonius 334,5,bagi gua ma tokopedia ini bagus dan lancar serta cepat,2025-10-04 12:29:06,bagi gua ma tokopedia ini bagus dan lancar serta cepat
fc1e2ab9-75e9-4f96-8dc5-aa89063a9a9a,Rini Yandra,5,I like this app very much.,2025-10-04 12:01:14,i like this app very much.
0b24df45-1b8b-4e29-944a-33590c0cc024,geger sounds,1,"🆘🆘🆘🆘🆘 Toko yang gak aktif knapa gak ditutup aja!!!!,, gue dah CO tapi ujung2nya dibatalin, nunggu beberapa hari lagih,, udah lama,, buang2 waktu!!! Lagian tu toko aktif apa gak, gak kliatan,, Gak ky di Shopee,, kliatan terahir penjualnya aktif!!! kalo gak aktif beberapa hari tokonya dinonaktifkan, gak bisa CO & ada notifikasi pejual sedang gak aktif. 😤😤😤😤😤",2025-10-04 11:46:51,"🆘🆘🆘🆘🆘 toko yang gak aktif knapa gak ditutup aja!!!!,, gue dah co tapi ujung2nya dibatalin, nunggu beberapa hari lagih,, udah lama,, buang2 waktu!!! lagian tu toko aktif apa gak, gak kliatan,, gak ky di shopee,, kliatan terahir penjualnya aktif!!! kalo gak aktif beberapa hari tokonya dinonaktifkan, gak bisa co & ada notifikasi pejual sedang gak aktif. 😤😤😤😤😤"
75311e38-6309-455a-aeb5-f8c47fdfb577,Andri Priandi,3,"sayang disini banyak toko vakum ,di chat ngga di balas bikin dongkong😂",2025-10-04 11:35:22,"sayang disini banyak toko vakum ,di chat ngga di balas bikin dongkong😂"
8bcc6008-559d-4ccd-8e67-38bec812bcc1,danu waloyo,1,mau ganti alamat tak bisa harus isi kode pos tapi tak ada tempat pengisian kode pos..,2025-10-04 11:34:51,mau ganti alamat tak bisa harus isi kode pos tapi tak ada tempat pengisian kode pos..
08021c13-3193-414e-bcef-2ff8f3cdd392,Teddy Millenium,5,TOP BGT,2025-10-04 11:32:44,top bgt
cbfd3515-561f-41fa-89d3-53709a422349,Raizel,4,"BUG bagian pencarian diketik change page baru. Masukan nih, kasih jaminan dong kalo barang yang di beli bakal sesuai estimasi sampai sesuai, jangan berubah ubah, estimasi tanggal 5, karena statusnya masih on pick, estimate mundur sendiri ke tgl 7. Ga adil, yang bayar ongkor kan pembeli, kasih jaminan, kalo ga bisa ontime, suruh jangan join Tokopedia.",2025-10-04 11:19:19,"bug bagian pencarian diketik change page baru. masukan nih, kasih jaminan dong kalo barang yang di beli bakal sesuai estimasi sampai sesuai, jangan berubah ubah, estimasi tanggal 5, karena statusnya masih on pick, estimate mundur sendiri ke tgl 7. ga adil, yang bayar ongkor kan pembeli, kasih jaminan, kalo ga bisa ontime, suruh jangan join tokopedia."
e2ef3a9a-9c7e-499f-845a-15d384edb322,agus salim,5,"kalau pajak 5 tahunan, bisa seperti ini *sangat didukung*",2025-10-04 11:16:06,"kalau pajak 5 tahunan, bisa seperti ini *sangat didukung*"
8f6b9dbf-9218-4fd2-939b-e25354a6d710,Muhammad Faisol,5,mantap,2025-10-04 10:55:53,mantap
9d236e75-58f0-4a50-8cd0-68beb41cef9f,Yusup Pandu Putra Wibowo,2,App Gblk,2025-10-04 10:48:06,app gblk
c8e82388-13c6-4faa-8ed4-d13243f28115,Sukma La,5,Luar biasa,2025-10-04 09:57:01,luar biasa
62c4f17a-81a4-40ec-83f0-2e9cdeef7f5f,Ikhwan Susanto,5,Mantap,2025-10-04 09:49:43,mantap
261e9433-e8fd-4e0a-ac10-897c92c1ec5d,Eko Junaedi,5,semua dilakukan dengan cepat,2025-10-04 09:42:17,semua dilakukan dengan cepat
a815e09a-009e-413e-8f67-4a7cc02e9ddc,Wemmy Gemniaty,5,Harga murah ...free ongkir pasti beli... retur barang dipermudah... jangan terlalu lama menunggu dana uang kembali ...untuk dibelanjakan barang lagi ..,2025-10-04 09:40:42,harga murah ...free ongkir pasti beli... retur barang dipermudah... jangan terlalu lama menunggu dana uang kembali ...untuk dibelanjakan barang lagi ..
4a8323e4-224e-4435-afb7-f43f1bf04dab,Maha Tau,5,ok,2025-10-04 09:37:30,ok
8d83827f-068e-473e-826a-88d1fc5a911e,Imanuell Gilland,1,"tolong fitur customer service di perbaiki, banyak penipuan merajalela!!!! DAN HAPUS AJA ANJJ FITUR TOKPED CARE GA GUNAA, DI EMAIL NO RESPON BLOKKK",2025-10-04 09:28:36,"tolong fitur customer service di perbaiki, banyak penipuan merajalela!!!! dan hapus aja anjj fitur tokped care ga gunaa, di email no respon blokkk"
1a4ba5c0-7018-49e0-8c4d-b2a381163b4b,Siti Maesaroh,1,jangan download aplikasi ini mau pengembalian dana aja susah banyak banget alesan nya cs nya suruh nungguin 14 hari kerja tapi nyata nya sampe 1 bulan nggak balik² toko banyak penipuan jangan beli d sini jlk bgt,2025-10-04 09:21:38,jangan download aplikasi ini mau pengembalian dana aja susah banyak banget alesan nya cs nya suruh nungguin 14 hari kerja tapi nyata nya sampe 1 bulan nggak balik² toko banyak penipuan jangan beli d sini jlk bgt
da99e2f6-9253-4e77-a0ab-f55ca18b78ce,Bzar Bzur,1,aplikasi penipu ... dpt diskon pulsa 100 perak giliran sudah di beli transaksi tidak berhasil. padahal cuma 100 perak.,2025-10-04 09:10:05,aplikasi penipu ... dpt diskon pulsa 100 perak giliran sudah di beli transaksi tidak berhasil. padahal cuma 100 perak.
cdc8832f-e0b2-4bbd-be4a-765b3cb98b45,Yudi Kristianto,5,mantappp👍,2025-10-04 08:38:50,mantappp👍
d6cca810-83e2-4fdc-9932-5aba6c54a05f,Sukemi Kemi,5,ya sangat membantu saya,2025-10-04 08:33:34,ya sangat membantu saya
c452726e-e4e8-4649-aa47-98c479c54cca,Alya Monica,1,komplain barang durasinya lama banget hampir 2 minggu lebih. pdhl barang sudah dikirim ke penjualnya biar bisa pengembalian dana ke konsumen. tapi barangnya balik terus kegudang. eman banget . toko nya banyak yang scam dan hati² promo gila² an tapi gk sesuai dan sering cek cek lagi. karena saya ke gocek🥲,2025-10-04 08:30:06,komplain barang durasinya lama banget hampir 2 minggu lebih. pdhl barang sudah dikirim ke penjualnya biar bisa pengembalian dana ke konsumen. tapi barangnya balik terus kegudang. eman banget . toko nya banyak yang scam dan hati² promo gila² an tapi gk sesuai dan sering cek cek lagi. karena saya ke gocek🥲
65e0c30b-10dc-40a0-a0be-69071448b5d0,Wisma Gading Indah [WGI],1,thn 2020 gw ksh bintang 5 tp tahun ini cukup bintang 1 sdh byk ngecewain tanpa kejelasan.. pdhl sdh jd customer platinum namun pelayan dr toped sgt buruk.. mending d shopee msh wajar dan ga terlalu byk akun² fake yg jual barang..,2025-10-04 08:16:50,thn 2020 gw ksh bintang 5 tp tahun ini cukup bintang 1 sdh byk ngecewain tanpa kejelasan.. pdhl sdh jd customer platinum namun pelayan dr toped sgt buruk.. mending d shopee msh wajar dan ga terlalu byk akun² fake yg jual barang..
f8003abb-ce90-46ca-b300-8fded16c2cbf,Mang Egoth,2,"update aplikasi tiap bulan....tapi SISTEM semakin ga jelas...pesanan sameday nunggu dari pagi dibatalkan oleh SISTEM,pas udah dapat driver...jadi nunggu lagi.kasihan penjual,kurir,dan tentunya pembeli ..SISTEMNYA Se enak jidat!!!!!",2025-10-04 08:02:31,"update aplikasi tiap bulan....tapi sistem semakin ga jelas...pesanan sameday nunggu dari pagi dibatalkan oleh sistem,pas udah dapat driver...jadi nunggu lagi.kasihan penjual,kurir,dan tentunya pembeli ..sistemnya se enak jidat!!!!!"
1fb00fcd-ac93-41fd-801f-026b966aa99a,Ari Maulana,5,oke,2025-10-04 07:53:11,oke
9a799ebc-f1fc-4531-bdce-970c89081ff1,Fajar Kurniadi,1,sangat sulit berkomunikasi dengan CS. Semua pertanyaan dan keluhan dijawab oleh AI.,2025-10-04 07:48:07,sangat sulit berkomunikasi dengan cs. semua pertanyaan dan keluhan dijawab oleh ai.
8dd6bb82-93d9-4d8a-8bcf-0a9a18ca1aaa,Romi Tri Widagdo,1,"Sistem lacaknya kadang malah bikin bingung. Barang otomatis klik terima, pahal sedang di luar kota. Gara2 begini pernah jadi nggak bisa complain padahal barang yang dikirim tidak sesuai dengan yang dijanjikan.. 4 okt 2025 Benar2 kecewa sama toped. Beli rak susun 6. Dikirim rak susun 4. Dan Toped nggak bisa bela hak konsumen untuk kejadian seperti ini. Masuk ke pengaduan hanya ada opsi pengembalian uang atau penukaran barang yang mana kedua opsi tersebut membebankan konsumen yang sudah rugi waktu",2025-10-04 07:24:03,"sistem lacaknya kadang malah bikin bingung. barang otomatis klik terima, pahal sedang di luar kota. gara2 begini pernah jadi nggak bisa complain padahal barang yang dikirim tidak sesuai dengan yang dijanjikan.. 4 okt 2025 benar2 kecewa sama toped. beli rak susun 6. dikirim rak susun 4. dan toped nggak bisa bela hak konsumen untuk kejadian seperti ini. masuk ke pengaduan hanya ada opsi pengembalian uang atau penukaran barang yang mana kedua opsi tersebut membebankan konsumen yang sudah rugi waktu"
24a838d4-10eb-4483-bb7b-f1a850671d16,IHSAN HAKIM HAVIANA,3,lumayan banyak gratis ongkir,2025-10-04 07:13:21,lumayan banyak gratis ongkir
b401af1e-d593-4a34-a5a0-a5bd225e89c0,Aldi Ardiansyah,5,bagus,2025-10-04 06:59:52,bagus
897dc8b4-effa-4411-a43f-5fa513af00fb,Shandi Milano,1,"tokopedia semakin kesini semakin error,beberapa pesanan saya selalu saja ada yg tidak di kirim. terus pengembalian dana juga kadang ada yg lewat dari tanggal jatuh tempo pengiriman,sistemnya perbaiki lah jangan minta update terus tapi tidak ada perubahan. banyak juga toko² sudah tidak aktif tetap ada,toko yg aktif juga susah di chat karna sistem tokopedia yg lambat.",2025-10-04 06:38:46,"tokopedia semakin kesini semakin error,beberapa pesanan saya selalu saja ada yg tidak di kirim. terus pengembalian dana juga kadang ada yg lewat dari tanggal jatuh tempo pengiriman,sistemnya perbaiki lah jangan minta update terus tapi tidak ada perubahan. banyak juga toko² sudah tidak aktif tetap ada,toko yg aktif juga susah di chat karna sistem tokopedia yg lambat."
4732af3e-8e56-40d3-bb63-ff832797457c,Dendi Ferdiansyah,5,kerennnn.,2025-10-04 06:34:23,kerennnn.
a64767f7-8c4e-4774-b5d1-379a69721be6,Nico Wijaya,5,e-commerce langganan,2025-10-04 06:04:42,e-commerce langganan
8283375b-9ce9-471c-85dd-f5f32c257971,Arbain Yusup,3,cukup membantu,2025-10-04 05:59:46,cukup membantu
851c84a7-fce2-4319-b514-d9121aa8f06d,zulfikar zulfy,5,belum punya terinstal udah di suruh nilai dahh,2025-10-04 05:43:09,belum punya terinstal udah di suruh nilai dahh
83505c5e-ba93-4a61-8ccd-a68794bd6178,poppy sufiar,5,pertahankan kualitas semoga menjadi lebih baik,2025-10-04 05:27:50,pertahankan kualitas semoga menjadi lebih baik
d0745868-ac59-468a-a3fd-72bbb40a0732,Its kenzrin,2,hadehhhh kenapa ya di Tokopedia kebanyakan itu metode pembayarannya tidak bisa cod mohon di perbaiki,2025-10-04 05:13:17,hadehhhh kenapa ya di tokopedia kebanyakan itu metode pembayarannya tidak bisa cod mohon di perbaiki
